Compound CID,BioAssay AID,Substance SID,Activity,Protein GI (NCBI),NCBI Gene ID,Activity value (µM),Activity type,BioAssay Name,BioAssay Type,PMID,pIC50 (M)
31703,1069288,123097261,Active,,,3.51,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24418772.0,5.454692883534176
31703,1071922,123097261,Active,,,0.44,IC50,Cytotoxicity against estrogen receptor-positive human MCF7 cells after 24 hrs by MTT assay,Confirmatory,24513041.0,6.356547323513813
31703,1083474,123097261,Active,,,0.211,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells after 96 hr by MTT assay,Confirmatory,,6.675717544702308
31703,1085555,123097261,Unspecified,,,63.0,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells after 48 hr by neutral red assay,Confirmatory,,4.200659450546418
31703,1086599,123097261,Active,,,2.97,IC50,Antiproliferative activity against Homo sapiens (human) MCF7 cells after 72 hr by SRB assay,Confirmatory,,5.527243550682788
31703,1095617,123097261,Unspecified,,,71.8,IC50,Cytotoxicity against Homo sapiens (human) MCF-7 cells after 48 hr by SRB assay relative to control,Confirmatory,,4.1438755557577
31703,1096766,123097261,Active,,,3.22,IC50,Anticancer activity against Homo sapiens (human) MCF7 cells after 48 hr by SRB assay,Confirmatory,,5.492144128304169
31703,1106119,123097261,Active,,,1.28,IC50,Anticancer activity against Homo sapiens (human) MCF7 cells assessed as growth inhibition after 48 hr by SRB assay,Confirmatory,,5.892790030352131
31703,1106474,123097261,Active,,,2.9,IC50,Anticancer activity against Homo sapiens (human) MCF-7 cells assessed as inhibition of cell viability after 72 hr by SRB assay,Confirmatory,,5.537602002101044
31703,1107004,123097261,Unspecified,,,10.9,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,,4.962573502059376
31703,1107009,123097261,Unspecified,,,19.0,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by MTT assay,Confirmatory,,4.721246399047171
31703,1107139,123097261,Active,,,2.67,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells assessed as reduction of cell survival after 48 hr by MTT assay,Confirmatory,,5.573488738635425
31703,1114491,123097261,Active,,,0.7,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells after 48 hr by SRB assay,Confirmatory,,6.154901959985743
31703,1116268,123097261,Unspecified,,,100.0,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells assessed as inhibition of cell proliferation after 24 hr by MTT assay,Confirmatory,,4.0
31703,1116350,123097261,Active,,,1.0,IC50,Cytotoxicity against Homo sapiens (human) MCF7 cells by tetrazolium-reduction assay,Confirmatory,,6.0
31703,1116747,123097261,Active,,,5.46,IC50,Antitumor activity against Homo sapiens (human) MCF7 cells assessed as cell growth inhibition after 48 hr by MTT assay,Confirmatory,,5.262807357295263
31703,1117003,123097261,Active,,,7.2,IC50,Growth inhibition of Homo sapiens (human) MCF7 cells after 48 hr by MTT assay,Confirmatory,,5.142667503568732
31703,1121313,123097261,Active,,,0.1,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,,7.0
31703,1121330,123097261,Active,,,0.75,IC50,Cytotoxicity against human MCF7 cells expressing estrogen receptor after 48 hrs by MTT assay,Confirmatory,,6.1249387366083
31703,1121445,123097261,Active,,,1.0,IC50,Cytotoxicity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,,6.0
31703,1126614,123097261,Unspecified,,,16.9,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability after 24 hrs by MTT assay,Confirmatory,24681979.0,4.772113295386326
31703,1126799,123097261,Active,,,0.077,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,24684844.0,7.113509274827518
31703,1126856,123097261,Active,,,6.1,IC50,Cytotoxicity against human MCF7 cells assessed as surviving fraction after 48 hrs by SRB assay,Confirmatory,24686014.0,5.214670164989233
31703,1127348,123097261,Active,,,1.07,IC50,In vitro cytotoxicity against human MCF7 cells assessed as growth inhibition by MTT assay,Confirmatory,24742385.0,5.97061622231479
31703,1142514,123097261,Active,,,0.02,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,24780599.0,7.698970004336019
31703,1142868,123097261,Active,,,8.62,IC50,Cytotoxicity against human MCF7 cells,Confirmatory,24793880.0,5.064492734175287
31703,1143706,123097261,Active,,,0.64,IC50,Cytotoxicity against human MCF7 cells after 96 hrs by MTT assay,Confirmatory,24852278.0,6.1938200260161125
31703,1155393,123097261,Active,,,0.5,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by sulforhodamine B assay,Confirmatory,24910974.0,6.301029995663981
31703,1156517,123097261,Unspecified,,,10.9,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 48 hrs by MTT assay,Confirmatory,24953027.0,4.962573502059376
31703,1158146,123097261,Active,,,8.02,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell survival after 48 hrs by MTT assay,Confirmatory,24878360.0,5.095825631715837
31703,1159129,123097261,Active,,,0.35,IC50,Antiproliferative activity against human MCF7 cells after 24 and 72 hrs by MTT assay,Confirmatory,24941130.0,6.455931955649724
31703,1162087,123097261,Active,,,0.6,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25172418.0,6.221848749616356
31703,1162090,123097261,Active,,,1.05,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25172420.0,5.978810700930062
31703,1165225,123097261,Active,,,0.7,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,25241926.0,6.154901959985743
31703,1166273,123097261,Active,,,0.00802,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by sulforhodamine-B assay,Confirmatory,25255434.0,8.095825631715837
31703,1166339,123097261,Active,,,0.2,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,25259516.0,6.698970004336019
31703,1168283,123097261,Unspecified,,,10.0,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell growth after 24 hrs by MTS assay,Confirmatory,25300820.0,5.0
31703,1169306,123097261,Active,,,0.46,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25314138.0,6.337242168318426
31703,1174233,123097261,Active,,,2.78,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25462233.0,5.555955204081924
31703,1174572,123097261,Active,,,0.36,IC50,Anticancer activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25462264.0,6.443697499232713
31703,1174641,123097261,Active,,,1.17,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,25462265.0,5.931814138253839
31703,1175673,123097261,Active,,,0.4,IC50,Cytotoxicity against human MCF7 cells after 2 days by CCK-8 assay,Confirmatory,25481396.0,6.3979400086720375
31703,1177951,123097261,Unspecified,,,5490.0,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by SRB assay,Confirmatory,24583357.0,2.260427655549908
31703,1185390,123097261,Active,,,0.66,IC50,Cytotoxicity against human MCF7 cells assessed as cell survival after 24 hrs by XTT assay,Confirmatory,25059501.0,6.180456064458132
31703,1185769,123097261,Active,,,6.75,IC50,Anticancer activity against human MCF7 cells assessed as inhibition of tumor cell proliferation after 48 hrs by MTT assay,Confirmatory,25064350.0,5.170696227168975
31703,1186793,123097261,Active,,,3.0,IC50,Anticancer activity against human MCF7 cells assessed as cell viability after 48 hrs by MTT microcultured tetrazolium assay,Confirmatory,25096298.0,5.522878745280337
31703,1187963,123097261,Active,,,0.32,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs,Confirmatory,25127463.0,6.494850021680094
31703,1189151,123097261,Unspecified,,,15.0,IC50,Antiproliferative activity against doxorubicin-resistant human MCF7 cells after 48 hrs by SRB method,Confirmatory,25061803.0,4.823908740944319
31703,1190345,123097261,Active,,,0.12,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25563891.0,6.920818753952375
31703,1192782,123097261,Active,,,0.75,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25619894.0,6.1249387366083
31703,1193481,123097261,Active,,,0.12,IC50,Antiproliferative activity against ER positive human MCF7 cells assessed as inhibition of cell growth after 48 hrs by MTT assay,Confirmatory,25737400.0,6.920818753952375
31703,1197177,123097261,Active,,,2.24,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,25594739.0,5.649751981665837
31703,1197577,123097261,Active,,,0.99,IC50,Anticancer activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25615796.0,6.00436480540245
31703,1198115,123097261,Active,,,0.8,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,25655719.0,6.096910013008056
31703,1201032,123097261,Active,,,2.63,IC50,Anticancer activity against human MCF7 cells by MTT assay,Confirmatory,25743216.0,5.580044251510242
31703,1201818,123097261,Active,,,0.009,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 96 hrs by SRB assay,Confirmatory,25817774.0,8.045757490560675
31703,1202243,123097261,Active,,,1.35,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,25874331.0,5.8696662315049934
31703,1202641,123097261,Unspecified,,,33.13,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by sulforhodamine B assay,Confirmatory,25912674.0,4.47977856411804
31703,1204142,123097261,Active,,,2.31,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by SRB method,Confirmatory,25933593.0,5.636388020107856
31703,1227984,123097261,Unspecified,,,11.52,IC50,Antiproliferative activity against human MCF7 cells assessed as reduction in cell growth incubated at 37 degC for 3 days by resazurin microplate assay,Confirmatory,25734623.0,4.938547520912807
31703,1233444,123097261,Unspecified,,,12.34,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability by SRB assay,Confirmatory,26022842.0,4.908684840302777
31703,1236045,123097261,Unspecified,,,34.52,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell viability after 24 hrs by MTT assay,Confirmatory,26200396.0,4.461929212956828
31703,1236605,123097261,Active,,,0.022,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,25937236.0,7.657577319177793
31703,1236606,123097261,Active,,,5.3,IC50,Antiproliferative activity against human doxorubicin-resistant MCF7 cells after 48 hrs by MTT assay,Confirmatory,25937236.0,5.275724130399211
31703,1241181,123097261,Active,,,0.96,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26264845.0,6.017728766960432
31703,1241664,123097261,Active,,,0.32,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation/survival after 72 hrs by resazurin dye reduction assay,Confirmatory,26305181.0,6.494850021680094
31703,1243573,123097261,Active,,,6.2,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by sulforhodamine B assay,Confirmatory,26317881.0,5.2076083105017466
31703,1244849,123097261,Active,,,1.172,IC50,Anticancer against human MCF7 cells assessed as tumor growth inhibition after 72 hrs by SRB assay,Confirmatory,26256032.0,5.931072388317928
31703,1246836,123097261,Active,,,1.35,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,26280921.0,5.8696662315049934
31703,1246954,123097261,Active,,,0.000294,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 5 days by cell viability analyzer,Confirmatory,26291039.0,9.531652669587842
31703,1247276,123097261,Active,,,1.054,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26301558.0,5.977159389123472
31703,1248172,123097261,Active,,,0.92,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,26381063.0,6.036212172654444
31703,1248656,123097261,Active,,,3.12,IC50,Antiproliferative activity against human MCF7 cells by MTT assay,Confirmatory,,5.505845405981558
31703,1249664,123097261,Active,,,0.13,IC50,Antiproliferative activity against human MCF7 cells assessed as growth inhibition incubated for 48 hrs by MTT assay,Confirmatory,26253231.0,6.886056647693163
31703,1249730,123097261,Active,,,0.06,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition incubated for 72 hrs by MTT assay,Confirmatory,26280922.0,7.221848749616356
31703,1252549,123097261,Active,,,0.63,IC50,Anticancer activity against human MCF7 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Confirmatory,26330077.0,6.200659450546418
31703,1255362,123097261,Active,,,0.83,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26398312.0,6.080921907623926
31703,1256778,123097261,Active,,,1.12,IC50,Antiproliferative activity against human MCF7 cells after 24 hrs by MTT assay,Confirmatory,26494582.0,5.950781977329818
31703,1256779,123097261,Active,,,0.62,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26494582.0,6.2076083105017466
31703,1256780,123097261,Active,,,0.29,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,26494582.0,6.537602002101044
31703,1262008,123097261,Active,,,0.44,IC50,Antiproliferative activity against human MCF7 cells after 72 hrs by sulforhodamine B assay,Confirmatory,26496013.0,6.356547323513813
31703,1264282,123097261,Active,,,1.08,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,26433616.0,5.966576244513051
31703,1265184,123097261,Active,,,3.18,IC50,Anticancer activity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,26542964.0,5.497572880015567
31703,1268233,123097261,Active,,,0.9,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,26646219.0,6.045757490560675
31703,1270153,123097261,Active,,,1.172,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by SRB assay,Confirmatory,,5.931072388317928
31703,1274548,123097261,Active,,,5.3,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition after 24 hrs by XTT assay,Confirmatory,26649907.0,5.275724130399211
31703,1275212,123097261,Active,,,2.57,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 24 hrs by crystal violet staining assay,Confirmatory,26706352.0,5.590066876668706
31703,1275398,123097261,Active,,,0.9,IC50,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability by MTT assay,Confirmatory,26774921.0,6.045757490560675
31703,1280152,123097261,Active,,,0.16,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26386603.0,6.795880017344075
31703,1281328,123097261,Active,,,0.112,IC50,Cytotoxicity against human MCF7 cells after 72 hrs by MTT assay,Confirmatory,26840362.0,6.950781977329818
31703,1281813,123097261,Active,,,5.73,IC50,Cytotoxicity against human MCF7 cells by MTT assay,Confirmatory,26873414.0,5.24184537803261
31703,1281828,123097261,Active,,,2.78,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 24 hrs by MTT assay,Confirmatory,26874744.0,5.555955204081924
31703,1282092,123097261,Active,,,0.924,IC50,Cytotoxicity against human MCF7 cells assessed as growth inhibition after 48 hrs by MTT assay,Confirmatory,26972921.0,6.0343280287798935
31703,1282469,123097261,Active,,,0.2,IC50,Cytotoxicity against human MCF7 cells assessed as cell growth inhibition after 72 hrs by MTT assay,Confirmatory,26720155.0,6.698970004336019
31703,1290879,123097261,Active,,,0.07,IC50,Antiproliferative activity against human MCF7 cells assessed as cell viability after 48 hrs by SRB assay,Confirmatory,26947606.0,7.154901959985743
31703,1290929,123097261,Active,,,1.33,IC50,Cytotoxicity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26948541.0,5.876148359032914
31703,1292140,123097261,Active,,,1.13,IC50,Cytotoxicity against human MCF7 cells assessed as cell viability after 48 hrs by MTT assay,Confirmatory,27015609.0,5.94692155651658
31703,1293596,123097261,Active,,,8.02,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,26907155.0,5.095825631715837
31703,1294870,123097261,Active,,,0.81,IC50,Antiproliferative activity against human MCF7 cells after 48 hrs by MTT assay,Confirmatory,27060757.0,6.0915149811213505
31703,1295301,123097261,Active,,,0.38,IC50,Cytotoxicity against human MCF7 cells assessed as inhibition of cell proliferation after 48 hrs by MTT assay,Confirmatory,27080182.0,6.42021640338319
